xeid,date,time,score,h1,h2,win,tie,los,result,usable,team1,team2,h11,h12,h21,h22,t1,t2
MyOWuWW1,2022-01-27,10:01,2:0,1:0,1:0,1.32,5.37,8.9,0.0,True,Japan,China,1.0,0.0,1.0,0.0,2.0,0.0
AiHE4F92,2022-01-27,09:10,4:0,2:0,2:0,1.13,8.05,21.25,0.0,True,Australia,Vietnam,2.0,0.0,2.0,0.0,4.0,0.0
rJCCtj96,2021-11-17,02:05,2:1,1:0,1:1,2.4,3.09,3.11,0.0,True,Canada,Mexico,1.0,0.0,1.0,1.0,2.0,1.0
ChHGuAOC,2021-11-17,01:05,2:1,1:1,1:0,2.03,3.05,4.17,0.0,True,Costa Rica,Honduras,1.0,1.0,1.0,0.0,2.0,1.0
jqGKvUwJ,2021-11-17,01:05,2:1,0:1,2:0,1.61,3.51,6.49,0.0,True,Panama,El Salvador,0.0,1.0,2.0,0.0,2.0,1.0
trA6LTef,2021-11-17,00:15,0:2,0:1,0:1,1.85,3.23,4.84,2.0,True,Chile,Ecuador,0.0,1.0,0.0,1.0,0.0,2.0
rci3M9tl,2021-11-17,23:30,0:0,0:0,0:0,2.39,2.93,3.44,1.0,True,Argentina,Brazil,0.0,0.0,0.0,0.0,0.0,0.0
UkBSSB3K,2021-11-17,23:00,0:0,0:0,0:0,1.45,4.04,8.31,1.0,True,Colombia,Paraguay,0.0,0.0,0.0,0.0,0.0,0.0
hlf33DGJ,2021-11-17,22:00,1:1,1:1,0:0,4.12,3.2,1.98,1.0,True,Jamaica,USA,1.0,1.0,0.0,0.0,1.0,1.0
bPFWRVIQ,2021-11-17,21:00,1:2,0:1,1:1,3.2,2.99,2.44,2.0,True,Venezuela,Peru,0.0,1.0,1.0,1.0,1.0,2.0
0Y1bNkRs,2021-11-17,20:00,3:0,2:0,1:0,2.81,3.15,2.6,0.0,True,Bolivia,Uruguay,2.0,0.0,1.0,0.0,3.0,0.0
l6GLIInn,2021-11-17,19:45,0:2,0:0,0:2,5.14,4.25,1.62,2.0,True,Bosnia & Herzegovina,Ukraine,0.0,0.0,0.0,2.0,0.0,2.0
GYe0UFob,2021-11-17,19:45,2:0,0:0,2:0,1.14,8.38,19.87,0.0,True,Czech Republic,Estonia,0.0,0.0,2.0,0.0,2.0,0.0
xSn30yXH,2021-11-17,19:45,0:2,0:0,0:2,6.86,4.29,1.5,2.0,True,Finland,France,0.0,0.0,0.0,2.0,0.0,2.0
xzFwBcAd,2021-11-17,19:45,1:3,1:1,0:2,7.31,4.3,1.48,2.0,True,Gibraltar,Latvia,1.0,1.0,0.0,2.0,1.0,3.0
Wb1jMNIc,2021-11-17,19:45,1:2,1:1,0:1,4.12,3.57,1.9,2.0,True,Montenegro,Turkey,1.0,1.0,0.0,1.0,1.0,2.0
G4tY7Xcm,2021-11-17,19:45,2:0,0:0,2:0,1.47,4.33,7.53,0.0,True,Netherlands,Norway ,0.0,0.0,2.0,0.0,2.0,0.0
lnf8SgGA,2021-11-17,19:45,1:1,1:1,0:0,3.68,3.31,2.11,1.0,True,Wales,Belgium,1.0,1.0,0.0,0.0,1.0,1.0
6uMxkw0j,2021-11-17,19:00,1:0,1:0,0:0,2.44,2.89,3.13,0.0,True,Cameroon,Ivory Coast,1.0,0.0,0.0,0.0,1.0,0.0
pYLpWOgB,2021-11-17,19:00,1:1,1:0,0:1,3.9,3.03,2.06,1.0,True,Mauritania,Equatorial Guinea,1.0,0.0,0.0,1.0,1.0,1.0
Cvh7J0Se,2021-11-17,19:00,3:0,2:0,1:0,1.33,4.67,9.41,0.0,True,Morocco,Guinea,2.0,0.0,1.0,0.0,3.0,0.0
6sNtX4v5,2021-11-17,19:00,3:1,3:0,0:1,1.34,4.5,9.99,0.0,True,Tunisia,Zambia,3.0,0.0,0.0,1.0,3.0,1.0
nZoRxzBQ,2021-11-17,16:00,2:2,1:1,1:1,1.29,4.8,11.48,1.0,True,Algeria,Burkina Faso,1.0,1.0,1.0,1.0,2.0,2.0
ERhzst8T,2021-11-17,16:00,3:1,2:0,1:1,2.92,2.83,2.64,0.0,True,Liberia,Central Africa,2.0,0.0,1.0,1.0,3.0,1.0
zyfWsMhN,2021-11-17,16:00,1:1,1:1,0:0,1.44,4.01,7.73,1.0,True,Nigeria,Cape Verde,1.0,1.0,0.0,0.0,1.0,1.0
0MZNsh2k,2021-11-17,16:00,0:1,0:0,0:1,7.17,3.87,1.5,2.0,True,Oman,Japan,0.0,0.0,0.0,1.0,0.0,1.0
t2W2xx9C,2021-11-17,16:00,0:3,0:2,0:1,8.03,3.8,1.48,2.0,True,Syria,Iran,0.0,2.0,0.0,1.0,0.0,3.0
2yHKrYnq,2021-11-16,15:00,1:1,0:1,1:0,5.61,4.02,1.58,1.0,True,China,Australia,0.0,1.0,1.0,0.0,1.0,1.0
SbSbwIg6,2021-11-16,15:00,0:3,0:1,0:2,7.0,3.69,1.54,2.0,True,Iraq,South Korea ,0.0,1.0,0.0,2.0,0.0,3.0
Gj5J3cWt,2021-11-16,13:00,2:1,1:0,1:1,1.39,4.13,9.16,0.0,True,Egypt,Gabon,1.0,0.0,1.0,1.0,2.0,1.0
fs4N2Hom,2021-11-16,13:00,1:1,0:0,1:1,3.23,2.83,2.44,1.0,True,Libya,Angola,0.0,0.0,1.0,1.0,1.0,1.0
pWKtlcFd,2021-11-16,13:00,1:0,0:0,1:0,3.0,2.83,2.59,0.0,True,Mozambique,Malawi,0.0,0.0,1.0,0.0,1.0,0.0
zPV6ydOI,2021-11-16,12:00,0:1,0:0,0:1,2.83,2.9,2.74,2.0,True,Lebanon,United Arab Emirates ,0.0,0.0,0.0,1.0,0.0,1.0
roPStCHe,2021-11-16,12:00,0:1,0:1,0:0,7.05,4.07,1.48,2.0,True,Vietnam,Saudi Arabia,0.0,1.0,0.0,0.0,0.0,1.0
rgVFXWvO,2021-11-16,19:45,1:0,0:0,1:0,1.26,5.79,12.01,0.0,True,Albania,Andorra,0.0,0.0,1.0,0.0,1.0,0.0
MDgKfCa3,2021-11-16,19:45,4:1,2:0,2:1,1.06,12.95,43.49,0.0,True,Austria,Moldova,2.0,0.0,2.0,1.0,4.0,1.0
AyBdyObr,2021-11-16,19:45,3:2,1:0,2:2,1.32,5.57,9.18,0.0,True,Israel,Faroe Islands,1.0,0.0,2.0,2.0,3.0,2.0
nLMpnoC7,2021-11-16,19:45,0:0,0:0,0:0,13.12,5.81,1.25,1.0,True,Northern Ireland,Italy,0.0,0.0,0.0,0.0,0.0,0.0
8GziwyBn,2021-11-16,19:45,1:2,0:1,1:1,1.58,3.86,6.45,2.0,True,Poland,Hungary,0.0,1.0,1.0,1.0,1.0,2.0
vH2DXub7,2021-11-16,19:45,2:0,1:0,1:0,3.06,2.94,2.63,0.0,True,Scotland,Denmark,1.0,0.0,1.0,0.0,2.0,0.0
IqH9f94R,2021-11-16,19:45,4:0,0:0,4:0,1.08,10.92,30.49,0.0,True,Switzerland,Bulgaria,0.0,0.0,4.0,0.0,4.0,0.0
jVjBIKs2,2021-11-16,16:00,0:0,0:0,0:0,2.16,3.07,3.5,1.0,True,Guinea Bissau,Sudan,0.0,0.0,0.0,0.0,0.0,0.0
lrYhYgJs,2021-11-16,16:00,7:2,2:1,5:1,1.13,7.58,19.56,0.0,True,Niger,Djibouti,2.0,1.0,5.0,1.0,7.0,2.0
EPN78nI8,2021-11-15,13:00,2:1,2:0,0:1,1.93,2.96,4.52,0.0,True,Kenya,Rwanda,2.0,0.0,0.0,1.0,2.0,1.0
ADAeOkEN,2021-11-15,13:00,0:1,0:0,0:1,2.64,2.86,2.89,2.0,True,Namibia,Togo,0.0,0.0,0.0,1.0,0.0,1.0
b1HRw22j,2021-11-15,19:45,1:1,1:0,0:1,1.68,3.67,5.67,1.0,True,Greece,Kosovo,1.0,0.0,0.0,1.0,1.0,1.0
AHdlQrYj,2021-11-15,19:45,0:3,0:0,0:3,4.96,3.56,1.8,2.0,True,Luxembourg,Ireland,0.0,0.0,0.0,3.0,0.0,3.0
ptfcpAOT,2021-11-15,19:45,1:2,1:1,0:1,1.54,4.35,6.04,2.0,True,Portugal,Serbia,1.0,1.0,0.0,1.0,1.0,2.0
4pRN0V8A,2021-11-15,19:45,1:0,0:0,1:0,1.38,4.94,8.58,0.0,True,Spain,Sweden,0.0,0.0,1.0,0.0,1.0,0.0
Oxp2EEpa,2021-11-15,19:00,1:0,1:0,0:0,1.88,3.1,4.59,0.0,True,Ghana,South Africa,1.0,0.0,0.0,0.0,1.0,0.0
WMBiPVbH,2021-11-15,19:00,2:0,2:0,0:0,1.23,5.46,13.1,0.0,True,Senegal,Congo,2.0,0.0,0.0,0.0,2.0,0.0
vesGRbDQ,2021-11-15,17:00,1:4,0:2,1:2,17.0,8.97,1.14,2.0,True,Armenia,Germany,0.0,2.0,1.0,2.0,1.0,4.0
AqLbJzL6,2021-11-15,17:00,0:2,0:1,0:1,30.15,11.9,1.08,2.0,True,Liechtenstein,Romania,0.0,1.0,0.0,1.0,0.0,2.0
SKF3IfzD,2021-11-15,17:00,3:1,1:0,2:1,1.66,3.83,5.55,0.0,True,North Macedonia,Iceland,1.0,0.0,2.0,1.0,3.0,1.0
zZO39S22,2021-11-15,16:00,1:0,1:0,0:0,1.91,3.0,4.63,0.0,True,Mali,Uganda,1.0,0.0,0.0,0.0,1.0,0.0
vugMZtmc,2021-11-14,14:00,1:0,0:0,1:0,1.58,4.21,5.75,0.0,True,Croatia,Russia,0.0,0.0,1.0,0.0,1.0,0.0
tnWnrQdE,2021-11-14,14:00,0:6,0:3,0:3,8.28,4.37,1.44,2.0,True,Malta,Slovakia,0.0,3.0,0.0,3.0,0.0,6.0
vaH3nKW2,2021-11-14,14:00,2:1,0:0,2:1,1.35,4.82,10.26,0.0,True,Slovenia,Cyprus,0.0,0.0,2.0,1.0,2.0,1.0
QHzTgs48,2021-11-14,13:00,2:0,1:0,1:0,1.83,3.13,4.81,0.0,True,D.R. Congo,Benin ,1.0,0.0,1.0,0.0,2.0,0.0
48ZWh1JE,2021-11-14,13:00,1:1,0:1,1:0,2.22,3.04,3.39,1.0,True,Madagascar,Tanzania,0.0,1.0,1.0,0.0,1.0,1.0
2Tr6DYa5,2021-11-14,13:00,1:1,1:0,0:1,2.25,2.97,3.41,1.0,True,Zimbabwe,Ethiopia,1.0,0.0,0.0,1.0,1.0,1.0
670kCYVT,2021-11-14,19:45,3:1,1:0,2:1,1.04,17.4,41.68,0.0,True,Belgium,Estonia,1.0,0.0,2.0,1.0,3.0,1.0
zsPAN7YD,2021-11-14,19:45,8:0,3:0,5:0,1.02,19.89,60.1,0.0,True,France,Kazakhstan,3.0,0.0,5.0,0.0,8.0,0.0
KKXX3t3T,2021-11-14,19:45,2:2,0:1,2:1,14.21,7.18,1.2,1.0,True,Montenegro,Netherlands,0.0,1.0,2.0,1.0,2.0,2.0
dWuaWyHo,2021-11-14,19:45,5:1,2:0,3:1,1.25,6.06,12.96,0.0,True,Wales,Belarus,2.0,0.0,3.0,1.0,5.0,1.0
x6HYkJpp,2021-11-14,19:00,3:0,1:0,2:0,1.2,5.95,15.65,0.0,True,Ivory Coast,Mozambique,1.0,0.0,2.0,0.0,3.0,0.0
prw99pZi,2021-11-14,17:00,0:0,0:0,0:0,1.17,7.33,19.27,1.0,True,Norway,Latvia,0.0,0.0,0.0,0.0,0.0,0.0
6iv5AQJo,2021-11-14,17:00,6:0,3:0,3:0,1.01,30.04,83.5,0.0,True,Turkey,Gibraltar,3.0,0.0,3.0,0.0,6.0,0.0
61kSr2wH,2021-11-14,16:00,2:1,0:1,2:0,1.5,3.78,7.22,0.0,True,Cape Verde,Central Africa,0.0,1.0,2.0,0.0,2.0,1.0
KQOYYQ9h,2021-11-14,16:00,1:0,0:0,1:0,4.58,3.13,1.87,0.0,True,Equatorial Guinea,Tunisia,0.0,0.0,1.0,0.0,1.0,0.0
SAjOqrOA,2021-11-14,16:00,0:2,0:1,0:1,15.41,5.37,1.23,2.0,True,Liberia,Nigeria,0.0,1.0,0.0,1.0,0.0,2.0
f3JTGdHb,2021-11-13,14:00,1:3,0:1,1:2,2.02,3.32,4.02,2.0,True,Bosnia & Herzegovina,Finland,0.0,1.0,1.0,2.0,1.0,3.0
zcV6faxT,2021-11-13,13:00,0:4,0:2,0:2,10.44,4.18,1.36,2.0,True,Malawi,Cameroon,0.0,2.0,0.0,2.0,0.0,4.0
bHNxYpPb,2021-11-13,13:00,4:0,3:0,1:0,1.66,3.35,5.81,0.0,True,Zambia,Mauritania,3.0,0.0,1.0,0.0,4.0,0.0
Ue6dpY9s,2021-11-13,02:05,1:0,0:0,1:0,1.38,4.51,8.7,0.0,True,Canada,Costa Rica,0.0,0.0,1.0,0.0,1.0,0.0
M3O3rCvf,2021-11-13,02:00,1:1,0:0,1:1,3.21,2.81,2.55,1.0,True,El Salvador,Jamaica,0.0,0.0,1.0,1.0,1.0,1.0
4SD8sWg0,2021-11-13,02:00,2:0,0:0,2:0,2.74,2.96,2.8,0.0,True,USA,Mexico,0.0,0.0,2.0,0.0,2.0,0.0
OI50qhPm,2021-11-13,01:05,2:3,1:0,1:3,2.25,3.1,3.43,2.0,True,Honduras,Panama,1.0,0.0,1.0,3.0,2.0,3.0
2wWT7ARf,2021-11-13,23:00,0:1,0:1,0:0,4.05,3.03,2.1,2.0,True,Uruguay,Argentina,0.0,1.0,0.0,0.0,0.0,1.0
GG6YW87d,2021-11-13,19:45,4:2,0:1,4:1,1.51,4.71,5.89,0.0,True,Austria,Israel,0.0,1.0,4.0,1.0,4.0,2.0
IuRcwBUS,2021-11-13,19:45,3:1,1:0,2:1,1.04,16.57,61.01,0.0,True,Denmark,Faroe Islands,1.0,0.0,2.0,1.0,3.0,1.0
04KYlmSl,2021-11-13,19:45,1:0,1:0,0:0,1.43,4.29,8.8,0.0,True,Northern Ireland,Lithuania,1.0,0.0,0.0,0.0,1.0,0.0
2H4hoj9N,2021-11-13,19:45,1:4,1:3,0:1,42.51,11.38,1.07,2.0,True,Andorra,Poland,1.0,3.0,0.0,1.0,1.0,4.0
zT5xKDAO,2021-11-13,19:45,5:0,5:0,0:0,1.17,7.37,20.29,0.0,True,England,Albania,5.0,0.0,0.0,0.0,5.0,0.0
lWVBYCPH,2021-11-13,19:45,4:0,2:0,2:0,1.01,26.2,80.24,0.0,True,Hungary,San Marino,2.0,0.0,2.0,0.0,4.0,0.0
8I96h7Gj,2021-11-13,19:45,1:1,1:1,0:0,1.61,3.89,6.11,1.0,True,Italy,Switzerland,1.0,1.0,0.0,0.0,1.0,1.0
p8Em9J8J,2021-11-13,19:00,2:2,2:1,0:1,5.34,3.22,1.73,1.0,True,Angola,Egypt,2.0,1.0,0.0,1.0,2.0,2.0
4ElaLMcq,2021-11-13,19:00,0:3,0:1,0:2,15.3,6.13,1.18,2.0,True,Sudan,Morocco,0.0,1.0,0.0,2.0,0.0,3.0
bXcmpJsD,2021-11-13,17:00,0:2,0:1,0:1,13.09,5.55,1.28,2.0,True,Moldova,Scotland,0.0,1.0,0.0,1.0,0.0,2.0
ObDi8wOP,2021-11-13,16:00,1:0,0:0,1:0,2.02,3.07,4.01,0.0,True,Gabon,Libya,0.0,0.0,1.0,0.0,1.0,0.0
r5m3KtDk,2021-11-13,16:00,0:0,0:0,0:0,1.52,4.08,5.99,1.0,True,Guinea,Guinea Bissau,0.0,0.0,0.0,0.0,0.0,0.0
IasNwGeK,2021-11-12,13:00,1:1,0:1,1:0,1.07,10.64,26.18,1.0,True,Burkina Faso,Niger,0.0,1.0,1.0,0.0,1.0,1.0
v9rJvdtE,2021-11-12,13:00,0:4,0:3,0:1,47.9,20.65,1.01,2.0,True,Djibouti,Algeria,0.0,3.0,0.0,1.0,0.0,4.0
tUUX6Ut1,2021-11-12,02:00,3:0,3:0,0:0,1.38,4.86,8.35,0.0,True,Peru,Bolivia,3.0,0.0,0.0,0.0,3.0,0.0
ziUy6ld7,2021-11-12,00:30,1:0,0:0,1:0,1.41,4.31,8.77,0.0,True,Brazil,Colombia,0.0,0.0,1.0,0.0,1.0,0.0
lfYu58BD,2021-11-12,23:00,0:1,0:0,0:1,2.45,3.1,3.1,2.0,True,Paraguay,Chile,0.0,0.0,0.0,1.0,0.0,1.0
jaCOTilE,2021-11-12,21:00,1:0,1:0,0:0,1.34,4.88,9.82,0.0,True,Ecuador,Venezuela,1.0,0.0,0.0,0.0,1.0,0.0
EFURetNr,2021-11-12,19:45,9:0,4:0,5:0,1.01,29.36,98.98,0.0,True,Germany,Liechtenstein,4.0,0.0,5.0,0.0,9.0,0.0
fTpGpYz3,2021-11-12,19:45,0:1,0:1,0:0,6.99,4.28,1.51,2.0,True,Greece,Spain,0.0,1.0,0.0,0.0,0.0,1.0
l4manZlg,2021-11-12,19:45,0:0,0:0,0:0,8.44,4.48,1.42,1.0,True,Ireland,Portugal,0.0,0.0,0.0,0.0,0.0,0.0
6Flexz9e,2021-11-12,19:45,1:7,1:4,0:3,23.79,9.38,1.12,2.0,True,Malta,Croatia,1.0,4.0,0.0,3.0,1.0,7.0
MuYZgKie,2021-11-12,19:45,0:0,0:0,0:0,1.62,4.08,5.63,1.0,True,Romania,Iceland,0.0,0.0,0.0,0.0,0.0,0.0
KflsVI1S,2021-11-12,19:45,2:2,0:1,2:1,2.31,3.07,3.48,1.0,True,Slovakia,Slovenia,0.0,1.0,2.0,1.0,2.0,2.0
f3ubFfVh,2021-11-12,19:00,1:0,1:0,0:0,1.32,4.75,9.85,0.0,True,South Africa,Zimbabwe,1.0,0.0,0.0,0.0,1.0,0.0
p6DqRiU4,2021-11-12,19:00,1:1,1:0,0:1,6.61,3.74,1.53,1.0,True,Togo,Senegal,1.0,0.0,0.0,1.0,1.0,1.0
Wl6guIsQ,2021-11-12,17:00,0:5,0:2,0:3,2.83,3.34,2.56,2.0,True,Armenia,North Macedonia,0.0,2.0,0.0,3.0,0.0,5.0
2BqzlnQc,2021-11-12,17:00,1:3,0:0,1:3,2.77,3.0,2.84,2.0,True,Azerbaijan,Luxembourg,0.0,0.0,1.0,3.0,1.0,3.0
O8xXtjzS,2021-11-12,17:00,2:0,0:0,2:0,6.53,3.94,1.57,0.0,True,Georgia,Sweden,0.0,0.0,2.0,0.0,2.0,0.0
Y1UHOGvd,2021-11-12,17:00,6:0,1:0,5:0,1.14,8.02,22.47,0.0,True,Russia,Cyprus,1.0,0.0,5.0,0.0,6.0,0.0
6qvjuvPg,2021-11-12,17:00,1:1,0:0,1:1,2.64,2.88,2.96,1.0,True,Iraq,Syria,0.0,0.0,1.0,1.0,1.0,1.0
x2soVcR7,2021-11-12,16:00,2:0,1:0,1:0,1.64,3.34,6.01,0.0,True,Benin,Madagascar,1.0,0.0,1.0,0.0,2.0,0.0
OdCmQBqB,2021-11-12,16:00,1:1,0:1,1:0,2.32,3.03,3.15,1.0,True,Congo,Namibia,0.0,1.0,1.0,0.0,1.0,1.0
rRMIoPAe,2021-11-12,16:00,0:3,0:2,0:1,6.42,3.31,1.61,2.0,True,Rwanda,Mali,0.0,2.0,0.0,1.0,0.0,3.0
65VllfPL,2021-11-11,15:00,1:1,1:0,0:1,2.58,3.25,2.73,1.0,True,China,Oman,1.0,0.0,0.0,1.0,1.0,1.0
GCtfGzGn,2021-11-11,13:00,1:1,0:1,1:0,12.34,4.67,1.29,1.0,True,Ethiopia,Ghana,0.0,1.0,1.0,0.0,1.0,1.0
bBrsWwC1,2021-11-11,13:00,0:3,0:1,0:2,2.92,2.79,2.67,2.0,True,Tanzania,D.R. Congo,0.0,1.0,0.0,2.0,0.0,3.0
MHLMpqQ1,2021-11-11,13:00,1:1,0:0,1:1,1.58,3.39,6.86,1.0,True,Uganda,Kenya,0.0,0.0,1.0,1.0,1.0,1.0
pzwfvbv0,2021-11-11,12:00,1:2,1:0,0:2,9.63,4.15,1.41,2.0,True,Lebanon,Iran ,1.0,0.0,0.0,2.0,1.0,2.0
pdUhmEvS,2021-11-11,12:00,0:1,0:1,0:0,11.97,5.66,1.25,2.0,True,Vietnam,Japan,0.0,1.0,0.0,0.0,0.0,1.0
xAZotK9m,2021-11-11,11:00,1:0,1:0,0:0,1.27,5.41,11.1,0.0,True,South Korea,United Arab Emirates,1.0,0.0,0.0,0.0,1.0,0.0
lUzpkzAF,2021-11-11,09:10,0:0,0:0,0:0,1.66,3.71,5.28,1.0,True,Australia,Saudi Arabia,0.0,0.0,0.0,0.0,0.0,0.0
ChPdFhZK,2021-10-15,00:30,4:1,2:0,2:1,1.5,3.98,7.69,0.0,True,Brazil,Uruguay,2.0,0.0,2.0,1.0,4.0,1.0
MREW8jCl,2021-10-15,00:00,3:0,2:0,1:0,1.43,4.35,8.11,0.0,True,Chile,Venezuela,2.0,0.0,1.0,0.0,3.0,0.0
ryGS9Wdr,2021-10-15,23:30,1:0,1:0,0:0,1.18,6.71,16.86,0.0,True,Argentina,Peru,1.0,0.0,0.0,0.0,1.0,0.0
UTZiGYJE,2021-10-15,21:00,0:0,0:0,0:0,1.61,3.82,5.99,1.0,True,Colombia,Ecuador,0.0,0.0,0.0,0.0,0.0,0.0
QeT0EClR,2021-10-15,20:00,4:0,1:0,3:0,2.46,3.1,3.09,0.0,True,Bolivia,Paraguay,1.0,0.0,3.0,0.0,4.0,0.0
ABPPkfnK,2021-10-14,02:05,0:2,0:1,0:1,9.44,4.35,1.38,2.0,True,El Salvador,Mexico,0.0,1.0,0.0,1.0,0.0,2.0
WKQLjzXD,2021-10-14,00:05,0:2,0:1,0:1,1.91,3.14,4.57,2.0,True,Honduras,Jamaica,0.0,1.0,0.0,1.0,0.0,2.0
IHxvSjfD,2021-10-14,23:30,4:1,1:1,3:0,1.51,3.84,7.23,0.0,True,Canada,Panama,1.0,1.0,3.0,0.0,4.0,1.0
SnKUlE1Q,2021-10-14,23:00,2:1,1:1,1:0,1.39,4.44,8.54,0.0,True,USA,Costa Rica,1.0,1.0,1.0,0.0,2.0,1.0
r1uAsDEo,2021-10-13,19:00,1:4,1:2,0:2,8.12,3.83,1.45,2.0,True,Guinea,Morocco,1.0,2.0,0.0,2.0,1.0,4.0
0lWAZ7S1,2021-10-13,18:45,1:2,1:1,0:1,2.12,3.14,3.86,2.0,True,Kosovo,Georgia,1.0,1.0,0.0,1.0,1.0,2.0
OQ5lnWgH,2021-10-13,18:45,0:1,0:0,0:1,4.21,3.21,2.01,2.0,True,Albania,Poland,0.0,0.0,0.0,1.0,0.0,1.0
hbqC26dl,2021-10-13,18:45,2:1,0:1,2:0,2.68,2.94,2.95,0.0,True,Bulgaria,Northern Ireland,0.0,1.0,2.0,0.0,2.0,1.0
8j949air,2021-10-13,18:45,1:0,0:0,1:0,1.6,3.81,6.23,0.0,True,Denmark,Austria,0.0,0.0,1.0,0.0,1.0,0.0
dx7YKgeI,2021-10-13,18:45,1:1,1:1,0:0,1.11,9.08,25.18,1.0,True,England,Hungary,1.0,1.0,0.0,0.0,1.0,1.0
WARjoaS6,2021-10-13,18:45,0:1,0:0,0:1,15.64,5.71,1.23,2.0,True,Faroe Islands,Scotland,0.0,0.0,0.0,1.0,0.0,1.0
lS90zrEl,2021-10-13,18:45,2:1,1:0,1:1,1.12,8.82,22.66,0.0,True,Israel,Moldova,1.0,0.0,1.0,1.0,2.0,1.0
tOu83nsr,2021-10-13,18:45,0:4,0:3,0:1,15.81,6.8,1.19,2.0,True,Lithuania,Switzerland,0.0,3.0,0.0,1.0,0.0,4.0
OnoYXZZa,2021-10-13,18:45,5:0,3:0,2:0,1.05,13.93,38.91,0.0,True,Portugal,Luxembourg,3.0,0.0,2.0,0.0,5.0,0.0
URA2gm1p,2021-10-13,18:45,0:3,0:1,0:2,6.35,3.12,1.75,2.0,True,San Marino,Andorra,0.0,1.0,0.0,2.0,0.0,3.0
hSxkUiZO,2021-10-13,18:45,3:1,1:1,2:0,1.13,8.47,23.08,0.0,True,Serbia,Azerbaijan,1.0,1.0,2.0,0.0,3.0,1.0
63tip4PM,2021-10-13,18:45,2:0,0:0,2:0,1.83,3.25,5.19,0.0,True,Sweden,Greece,0.0,0.0,2.0,0.0,2.0,0.0
Ussq5aIn,2021-10-13,18:45,1:1,1:0,0:1,1.74,3.65,5.04,1.0,True,Ukraine,Bosnia & Herzegovina,1.0,0.0,0.0,1.0,1.0,1.0
GGxxidu3,2021-10-13,17:00,3:2,2:0,1:2,1.55,3.76,6.6,0.0,True,Saudi Arabia,China,2.0,0.0,1.0,2.0,3.0,2.0
hxbFotnQ,2021-10-13,16:45,2:2,1:0,1:2,2.41,2.96,3.22,1.0,True,United Arab Emirates,Iraq,1.0,0.0,1.0,2.0,2.0,2.0
2sOvSXEb,2021-10-13,16:00,1:2,0:1,1:1,2.39,2.79,3.44,2.0,True,Congo,Togo,0.0,1.0,1.0,1.0,1.0,2.0
O00WGhl7,2021-10-13,16:00,0:4,0:2,0:2,19.77,7.64,1.13,2.0,True,Niger,Algeria,0.0,2.0,0.0,2.0,0.0,4.0
YmikHG0t,2021-10-13,16:00,1:0,1:0,0:0,1.38,4.43,8.66,0.0,True,South Africa,Ethiopia,1.0,0.0,0.0,0.0,1.0,0.0
AwxtjGf9,2021-10-13,16:00,3:1,1:1,2:0,1.61,3.83,5.69,0.0,True,Oman,Vietnam,1.0,1.0,2.0,0.0,3.0,1.0
bJzrs0fs,2021-10-13,16:00,2:3,1:2,1:1,1.87,3.24,4.58,2.0,True,Syria,Lebanon,1.0,2.0,1.0,1.0,2.0,3.0
xS8YFGW4,2021-10-12,14:00,0:2,0:1,0:1,4.8,3.33,1.85,,True,Kazakhstan,Finland,0.0,1.0,0.0,1.0,0.0,2.0
t2fBnMWJ,2021-10-12,13:30,1:1,0:0,1:1,2.27,2.98,3.49,1.0,True,Iran,South Korea,0.0,0.0,1.0,1.0,1.0,1.0
lvKzTDah,2021-10-12,13:00,1:3,1:1,0:2,8.56,4.28,1.39,2.0,True,Namibia,Senegal,1.0,1.0,0.0,2.0,1.0,3.0
dSaNLdhP,2021-10-12,13:00,0:1,0:1,0:0,4.73,3.01,1.92,2.0,True,Zimbabwe,Ghana,0.0,1.0,0.0,0.0,0.0,1.0
2DYXixQd,2021-10-12,10:14,2:1,1:0,1:1,1.95,3.29,4.09,0.0,True,Japan,Australia,1.0,0.0,1.0,1.0,2.0,1.0
WSW0oGGC,2021-10-12,19:00,0:3,0:2,0:1,4.74,3.02,1.9,2.0,True,Libya,Egypt,0.0,2.0,0.0,1.0,0.0,3.0
fwzwrZFc,2021-10-12,18:45,0:2,0:1,0:1,10.41,5.53,1.29,2.0,True,Belarus,Czech Republic ,0.0,1.0,0.0,1.0,0.0,2.0
zoLbgYrf,2021-10-12,18:45,2:2,1:2,1:0,1.37,4.79,9.13,1.0,True,Croatia,Slovakia,1.0,2.0,1.0,0.0,2.0,2.0
dhHZrF0i,2021-10-12,18:45,0:1,0:1,0:0,7.79,3.84,1.51,2.0,True,Estonia,Wales,0.0,1.0,0.0,0.0,0.0,1.0
ns888J6l,2021-10-12,18:45,4:0,2:0,2:0,1.1,9.66,28.37,0.0,True,Iceland,Liechtenstein,2.0,0.0,2.0,0.0,4.0,0.0
bLXnLsY3,2021-10-12,18:45,1:2,0:0,1:2,7.5,4.53,1.44,2.0,True,Latvia,Turkey,0.0,0.0,1.0,2.0,1.0,2.0
WUsCSvbK,2021-10-12,18:45,0:4,0:0,0:4,13.17,6.88,1.21,2.0,True,North Macedonia,Germany,0.0,0.0,0.0,4.0,0.0,4.0
fyDjefEs,2021-10-12,18:45,2:0,1:0,1:0,1.47,4.21,7.56,0.0,True,Norway,Montenegro,1.0,0.0,1.0,0.0,2.0,0.0
WAFQGsa8,2021-10-12,18:45,1:0,1:0,0:0,1.62,3.98,5.52,0.0,True,Romania,Armenia,1.0,0.0,0.0,0.0,1.0,0.0
