xeid,date,time,score,h1,h2,win,tie,los,result,usable,team1,team2,h11,h12,h21,h22,t1,t2
IumThjUF,2021-09-05,18:45,1:0,1:0,0:0,1.15,7.69,25.1,0.0,True,Scotland,Moldova,1.0,0.0,0.0,0.0,1.0,0.0
xCWjK1mA,2021-09-05,18:45,0:3,0:0,0:3,65.99,20.51,1.02,2.0,True,Gibraltar,Turkey,0.0,0.0,0.0,3.0,0.0,3.0
OUux7iDg,2021-09-05,18:45,4:0,1:0,3:0,1.15,8.27,18.45,0.0,True,Netherlands,Montenegro,1.0,0.0,3.0,0.0,4.0,0.0
EH9GqIGL,2021-09-05,18:45,0:1,0:0,0:1,3.91,3.27,2.07,2.0,True,Slovakia,Croatia,0.0,0.0,0.0,1.0,0.0,1.0
OOra1HHB,2021-09-05,18:45,1:1,1:0,0:1,5.72,3.85,1.65,1.0,True,Ukraine,France,1.0,0.0,0.0,1.0,1.0,1.0
nobKPHtm,2021-09-05,16:00,0:2,0:1,0:1,8.77,4.58,1.4,2.0,True,Cyprus,Russia,0.0,1.0,0.0,1.0,0.0,2.0
vVcPhyCP,2021-09-05,16:00,1:1,0:1,1:0,1.53,3.77,7.64,1.0,True,Ireland,Azerbaijan,0.0,1.0,1.0,0.0,1.0,1.0
pxzaIuIM,2021-09-05,16:00,0:2,0:1,0:1,11.86,5.83,1.27,2.0,True,Latvia,Norway,0.0,1.0,0.0,1.0,0.0,2.0
EyvoVXJI,2021-09-05,16:00,4:1,2:0,2:1,1.23,6.3,13.88,0.0,True,Serbia,Luxembourg,2.0,0.0,2.0,1.0,4.0,1.0
IkG7ovn9,2021-09-05,16:00,1:0,1:0,0:0,1.25,6.04,13.41,0.0,True,Slovenia,Malta,1.0,0.0,0.0,0.0,1.0,0.0
29fj3wma,2021-09-04,13:00,1:0,0:0,1:0,1.38,4.54,9.78,0.0,True,Finland,Kazakhstan,0.0,0.0,1.0,0.0,1.0,0.0
K8V2x0Gp,2021-09-04,19:00,2:0,2:0,0:0,1.25,5.03,14.55,0.0,True,Cameroon,Malawi,2.0,0.0,0.0,0.0,2.0,0.0
x6gS1y1g,2021-09-04,19:00,1:0,1:0,0:0,1.17,6.51,18.17,0.0,True,Ghana,Ethiopia,1.0,0.0,0.0,0.0,1.0,0.0
W6NcXDYm,2021-09-04,19:00,3:0,0:0,3:0,1.21,5.77,15.27,0.0,True,Tunisia,Equatorial Guinea,0.0,0.0,3.0,0.0,3.0,0.0
rsR1WXmf,2021-09-04,16:00,1:2,0:1,1:1,3.02,2.69,2.76,2.0,True,Mauritania,Zambia,0.0,1.0,1.0,1.0,1.0,2.0
SdBkVr9H,2021-09-04,16:00,2:0,2:0,0:0,1.16,7.05,16.97,0.0,True,Nigeria,Liberia,2.0,0.0,0.0,0.0,2.0,0.0
YBZ6yKVj,2021-09-03,13:00,0:0,0:0,0:0,7.71,3.61,1.51,1.0,True,Mozambique,Ivory Coast,0.0,0.0,0.0,0.0,0.0,0.0
j9cW0eGa,2021-09-03,13:00,0:0,0:0,0:0,3.77,3.07,2.1,1.0,True,Zimbabwe,South Africa,0.0,0.0,0.0,0.0,0.0,0.0
fFmdRJ32,2021-09-03,02:05,0:0,0:0,0:0,9.2,4.83,1.34,1.0,True,El Salvador,USA,0.0,0.0,0.0,0.0,0.0,0.0
jss5PcYE,2021-09-03,02:00,2:1,0:0,2:1,1.22,6.11,13.37,0.0,True,Mexico,Jamaica,0.0,0.0,2.0,1.0,2.0,1.0
8Ii0QwJ8,2021-09-03,01:05,0:0,0:0,0:0,2.35,3.01,3.28,1.0,True,Panama,Costa Rica,0.0,0.0,0.0,0.0,0.0,0.0
S4TNuhr2,2021-09-03,01:00,0:1,0:0,0:1,5.41,3.4,1.77,2.0,True,Chile,Brazil,0.0,0.0,0.0,1.0,0.0,1.0
GnHCrfbq,2021-09-03,01:00,1:1,1:1,0:0,3.31,3.04,2.38,1.0,True,Peru,Uruguay,1.0,1.0,0.0,0.0,1.0,1.0
tCaE2zR1,2021-09-03,00:05,1:1,0:1,1:0,1.52,3.87,6.93,1.0,True,Canada,Honduras,0.0,1.0,1.0,0.0,1.0,1.0
fwGGsEDk,2021-09-03,00:00,1:3,0:1,1:2,8.79,4.67,1.38,2.0,True,Venezuela,Argentina,0.0,1.0,1.0,2.0,1.0,3.0
U9764yL2,2021-09-03,21:00,2:0,0:0,2:0,1.63,3.76,5.77,0.0,True,Ecuador,Paraguay,0.0,0.0,2.0,0.0,2.0,0.0
lEUJtYSe,2021-09-03,20:00,1:1,0:0,1:1,3.75,3.28,2.08,1.0,True,Bolivia,Colombia,0.0,0.0,1.0,1.0,1.0,1.0
EithQdRK,2021-09-03,19:00,8:0,4:0,4:0,1.02,19.95,32.91,0.0,True,Algeria,Djibouti ,4.0,0.0,4.0,0.0,8.0,0.0
hx00N9TT,2021-09-03,19:00,2:0,1:0,1:0,1.2,5.86,14.87,0.0,True,Morocco,Sudan ,1.0,0.0,1.0,0.0,2.0,0.0
4QCFkjrJ,2021-09-03,18:45,2:0,2:0,0:0,1.55,3.59,8.11,0.0,True,Andorra,San Marino,2.0,0.0,0.0,0.0,2.0,0.0
A1EUF1EE,2021-09-03,18:45,1:0,1:0,0:0,1.18,6.93,17.2,0.0,True,Czech Republic,Belarus,1.0,0.0,0.0,0.0,1.0,0.0
O4nLPi0T,2021-09-03,18:45,2:5,1:2,1:3,28.86,12.16,1.07,2.0,True,Estonia,Belgium,1.0,2.0,1.0,3.0,2.0,5.0
0AaUjfun,2021-09-03,18:45,0:4,0:0,0:4,8.53,4.37,1.43,2.0,True,Hungary,England,0.0,0.0,0.0,4.0,0.0,4.0
OSInMxyl,2021-09-03,18:45,0:2,0:0,0:2,2.65,3.15,2.86,2.0,True,Iceland,Romania,0.0,0.0,0.0,2.0,0.0,2.0
SfOdcBK8,2021-09-03,18:45,1:1,1:1,0:0,1.08,11.34,30.05,1.0,True,Italy,Bulgaria,1.0,1.0,0.0,0.0,1.0,1.0
t4TsNILs,2021-09-03,18:45,0:2,0:1,0:1,68.66,30.92,1.01,2.0,True,Liechtenstein,Germany,0.0,1.0,0.0,1.0,0.0,2.0
nLrG1QBf,2021-09-03,18:45,1:4,0:1,1:3,4.37,3.19,1.98,2.0,True,Lithuania,Northern Ireland ,0.0,1.0,1.0,3.0,1.0,4.0
4I2D7wMf,2021-09-03,18:45,0:0,0:0,0:0,1.75,3.57,5.18,1.0,True,North Macedonia,Armenia,0.0,0.0,0.0,0.0,0.0,0.0
n7ZfxeQh,2021-09-03,18:45,4:1,2:1,2:0,1.58,3.81,6.71,0.0,True,Poland,Albania,2.0,1.0,2.0,0.0,4.0,1.0
tQtCoELd,2021-09-03,18:45,2:1,1:1,1:0,5.07,3.52,1.78,0.0,True,Sweden,Spain,1.0,1.0,1.0,0.0,2.0,1.0
8nscjPlh,2021-09-03,18:00,3:0,2:0,1:0,1.87,3.53,4.12,0.0,True,Australia,China ,2.0,0.0,1.0,0.0,3.0,0.0
nwt1kq4b,2021-09-03,18:00,3:1,0:1,3:0,1.24,6.02,11.63,0.0,True,Saudi Arabia,Vietnam,0.0,1.0,3.0,0.0,3.0,1.0
2iL3TtQs,2021-09-03,16:45,0:0,0:0,0:0,1.23,5.85,12.89,1.0,True,United Arab Emirates,Lebanon,0.0,0.0,0.0,0.0,0.0,0.0
xhGVxMHd,2021-09-03,16:00,0:1,0:1,0:0,2.11,3.02,4.16,2.0,True,Georgia,Kosovo,0.0,1.0,0.0,0.0,0.0,1.0
6wZctOZ8,2021-09-03,16:00,0:1,0:1,0:0,2.14,2.92,3.81,2.0,True,Madagascar,Benin,0.0,1.0,0.0,0.0,0.0,1.0
rwiEBCUH,2021-09-03,16:00,1:1,1:0,0:1,2.93,2.71,2.78,1.0,True,Namibia,Congo,1.0,0.0,0.0,1.0,1.0,1.0
SfpdPGtR,2021-09-03,16:00,0:2,0:0,0:2,6.91,3.36,1.59,2.0,True,Niger,Burkina Faso,0.0,0.0,0.0,2.0,0.0,2.0
hIZXY22K,2021-09-03,16:00,1:0,0:0,1:0,1.31,4.91,10.64,0.0,True,Iran,Syria ,0.0,0.0,1.0,0.0,1.0,0.0
hzVgs4K2,2021-09-02,13:00,1:1,1:1,0:0,1.51,3.76,7.12,1.0,True,D.R. Congo,Tanzania,1.0,1.0,0.0,0.0,1.0,1.0
0vkRe9Y2,2021-09-02,13:00,0:0,0:0,0:0,2.34,2.79,3.49,1.0,True,Kenya,Uganda,0.0,0.0,0.0,0.0,0.0,0.0
0rZyYMHQ,2021-09-02,11:00,0:0,0:0,0:0,1.42,4.19,8.65,1.0,True,South Korea,Iraq ,0.0,0.0,0.0,0.0,0.0,0.0
jBnhi5Zo,2021-09-02,10:14,0:1,0:0,0:1,1.15,7.34,17.9,2.0,True,Japan,Oman,0.0,0.0,0.0,1.0,0.0,1.0
dlDC76XE,2021-09-02,19:00,1:0,1:0,0:0,1.47,3.62,8.65,0.0,True,Egypt,Angola,1.0,0.0,0.0,0.0,1.0,0.0
8Qutjv2s,2021-09-02,19:00,2:1,1:1,1:0,2.44,2.84,3.25,0.0,True,Libya,Gabon,1.0,1.0,1.0,0.0,2.0,1.0
l4oNdkJd,2021-09-02,19:00,1:0,1:0,0:0,1.69,3.29,5.74,0.0,True,Mali,Rwanda,1.0,0.0,0.0,0.0,1.0,0.0
pSSkuXaG,2021-09-02,18:45,2:0,2:0,0:0,1.48,4.13,7.57,0.0,True,Denmark,Scotland,2.0,0.0,0.0,0.0,2.0,0.0
xOdiqwcJ,2021-09-02,18:45,0:4,0:2,0:2,8.38,4.5,1.42,2.0,True,Faroe Islands,Israel,0.0,2.0,0.0,2.0,0.0,4.0
MwyTbOeD,2021-09-02,18:45,1:1,1:1,0:0,1.16,7.99,17.5,1.0,True,France,Bosnia & Herzegovina,1.0,1.0,0.0,0.0,1.0,1.0
x02efETm,2021-09-02,18:45,3:1,0:0,3:1,1.2,6.28,18.21,0.0,True,Latvia,Gibraltar,0.0,0.0,3.0,1.0,3.0,1.0
tvpileKt,2021-09-02,18:45,2:1,2:0,0:1,2.13,3.09,3.93,0.0,True,Luxembourg,Azerbaijan,2.0,0.0,0.0,1.0,2.0,1.0
GQkyMZuC,2021-09-02,18:45,3:0,1:0,2:0,3.67,3.04,2.25,0.0,True,Malta,Cyprus,1.0,0.0,2.0,0.0,3.0,0.0
bcTrmLcf,2021-09-02,18:45,0:2,0:1,0:1,19.99,7.47,1.16,2.0,True,Moldova,Austria,0.0,1.0,0.0,1.0,0.0,2.0
tUYT4MmN,2021-09-02,18:45,1:1,1:1,0:0,4.67,3.72,1.78,1.0,True,Norway,Netherlands,1.0,1.0,0.0,0.0,1.0,1.0
pdnUYFKg,2021-09-02,18:45,2:1,0:1,2:0,1.17,7.16,19.48,0.0,True,Portugal,Ireland,0.0,1.0,2.0,0.0,2.0,1.0
8v9KrxWR,2021-09-02,18:45,0:0,0:0,0:0,2.78,3.21,2.72,1.0,True,Russia,Croatia,0.0,0.0,0.0,0.0,0.0,0.0
bN62zEw8,2021-09-02,18:45,1:1,1:1,0:0,2.0,3.12,4.41,1.0,True,Slovenia,Slovakia,1.0,1.0,0.0,0.0,1.0,1.0
hAXh39CI,2021-09-02,18:45,2:2,2:1,0:1,1.64,3.86,5.55,1.0,True,Turkey,Montenegro,2.0,1.0,0.0,1.0,2.0,2.0
UciSITyo,2021-09-02,16:00,1:1,0:1,1:0,4.27,3.15,1.93,1.0,True,Guinea Bissau,Guinea,0.0,1.0,1.0,0.0,1.0,1.0
phYAChFB,2021-09-02,16:00,2:0,0:0,2:0,1.17,6.49,16.59,0.0,True,Senegal,Togo,0.0,0.0,2.0,0.0,2.0,0.0
rTFPHx2h,2021-09-01,14:00,2:2,0:1,2:1,9.08,4.63,1.39,1.0,True,Kazakhstan,Ukraine,0.0,1.0,2.0,1.0,2.0,2.0
t0FgU2ON,2021-09-01,13:00,1:1,0:1,1:0,6.89,3.62,1.54,1.0,True,Central Africa,Cape Verde,0.0,1.0,1.0,0.0,1.0,1.0
bm45OENH,2021-06-16,01:30,2:0,1:0,1:0,1.04,11.62,23.6,0.0,True,El Salvador,Saint Kitts and Nevis ,1.0,0.0,1.0,0.0,2.0,0.0
pr9PT9ac,2021-06-16,01:00,3:0,0:0,3:0,1.31,4.68,10.1,0.0,True,Canada,Haiti ,0.0,0.0,3.0,0.0,3.0,0.0
UZQx667j,2021-06-16,23:00,0:0,0:0,0:0,3.68,3.16,2.03,1.0,True,Curacao,Panama ,0.0,0.0,0.0,0.0,0.0,0.0
nq5rhp29,2021-06-16,19:00,1:2,,,28.6,19.2,1.01,2.0,False,Chinese Taipei,Kuwait ,,,,,,
vkjxnx1O,2021-06-16,18:00,3:1,1:0,2:1,1.75,3.41,4.92,0.0,True,China,Syria ,1.0,0.0,2.0,1.0,3.0,1.0
nVBq3kgD,2021-06-16,18:00,3:0,2:0,1:0,1.67,3.53,5.35,0.0,True,Palestine,Yemen ,2.0,0.0,1.0,0.0,3.0,0.0
8vDu4Vw7,2021-06-16,18:00,3:0,2:0,1:0,2.34,3.09,3.15,0.0,True,Saudi Arabia,Uzbekistan ,2.0,0.0,1.0,0.0,3.0,0.0
Ao48S5MO,2021-06-16,17:10,0:3,0:1,0:2,32.18,14.15,1.04,2.0,True,Bangladesh,Oman ,0.0,1.0,0.0,2.0,0.0,3.0
WjkYKuyK,2021-06-16,16:45,0:1,0:0,0:1,1.85,3.68,3.84,2.0,True,Thailand,Malaysia ,0.0,0.0,0.0,1.0,0.0,1.0
h0jULLLD,2021-06-16,16:45,3:2,2:0,1:2,1.49,3.98,6.64,0.0,True,United Arab Emirates,Vietnam ,2.0,0.0,1.0,2.0,3.0,2.0
4EGQjL3j,2021-06-16,16:30,4:0,0:0,4:0,1.2,6.2,14.51,0.0,True,Bahrain,Hong Kong ,0.0,0.0,4.0,0.0,4.0,0.0
QNHMi1lp,2021-06-16,16:30,1:0,1:0,0:0,1.47,3.81,7.97,0.0,True,Iran,Iraq ,1.0,0.0,0.0,0.0,1.0,0.0
vJ5vgQn3,2021-06-16,16:00,1:0,0:0,1:0,1.52,3.79,6.78,0.0,True,Australia,Jordan ,0.0,0.0,1.0,0.0,1.0,0.0
xz9uodGU,2021-06-15,15:00,1:1,1:1,0:0,1.19,6.61,13.19,1.0,True,Philippines,Maldives ,1.0,1.0,0.0,0.0,1.0,1.0
QcvIn97t,2021-06-15,14:00,1:1,0:0,1:1,2.41,2.99,3.12,1.0,True,India,Afghanistan ,0.0,0.0,1.0,1.0,1.0,1.0
UTJubcC9,2021-06-15,10:28,5:1,3:1,2:0,1.09,10.14,19.38,0.0,True,Japan,Kyrgyzstan ,3.0,1.0,2.0,0.0,5.0,1.0
rXNqcHRF,2021-06-15,10:28,4:0,1:0,3:0,1.05,12.96,24.43,0.0,True,Tajikistan,Myanmar ,1.0,0.0,3.0,0.0,4.0,0.0
hSnJUk4o,2021-06-13,06:00,2:1,0:1,2:0,1.14,7.91,16.88,0.0,True,South Korea,Lebanon,0.0,1.0,2.0,0.0,2.0,1.0
jqSY6nhp,2021-06-13,23:05,2:1,0:0,2:1,1.6,3.65,5.44,0.0,True,Panama,Curacao ,0.0,0.0,2.0,1.0,2.0,1.0
6iALUkpi,2021-06-13,21:00,0:1,0:1,0:0,6.96,4.1,1.46,2.0,True,Haiti,Canada ,0.0,1.0,0.0,0.0,0.0,1.0
pp01Pf8B,2021-06-13,20:00,0:4,0:3,0:1,6.09,3.86,1.54,2.0,True,Saint Kitts and Nevis,El Salvador ,0.0,3.0,0.0,1.0,0.0,4.0
jcPqXrQq,2021-06-12,19:00,0:0,0:0,0:0,2.85,3.01,2.57,1.0,True,Kuwait,Jordan ,0.0,0.0,0.0,0.0,0.0,0.0
IkKS6Xgl,2021-06-12,18:00,0:3,0:0,0:3,28.73,17.31,1.02,2.0,True,Singapore,Saudi Arabia ,0.0,0.0,0.0,3.0,0.0,3.0
6FGO7Dvr,2021-06-12,18:00,0:1,0:1,0:0,22.2,10.49,1.07,2.0,True,Yemen,Uzbekistan ,0.0,1.0,0.0,0.0,0.0,1.0
S28mXT7g,2021-06-12,17:10,1:2,1:1,0:1,15.91,6.07,1.19,2.0,True,Afghanistan,Oman ,1.0,1.0,0.0,1.0,1.0,2.0
Es5CitXn,2021-06-12,17:00,5:0,2:0,3:0,1.01,20.44,31.25,0.0,True,China,Maldives ,2.0,0.0,3.0,0.0,5.0,0.0
0hEXGBIl,2021-06-12,16:45,0:5,0:2,0:3,28.8,17.28,1.02,2.0,True,Indonesia,United Arab Emirates ,0.0,2.0,0.0,3.0,0.0,5.0
U9N1MXfR,2021-06-12,16:45,1:2,0:1,1:1,7.09,3.77,1.5,2.0,True,Malaysia,Vietnam ,0.0,1.0,1.0,1.0,1.0,2.0
zgwraqdA,2021-06-12,16:30,0:1,0:1,0:0,21.73,9.45,1.08,2.0,True,Hong Kong,Iraq ,0.0,1.0,0.0,0.0,0.0,1.0
pKOmW2uj,2021-06-12,16:00,0:3,0:2,0:1,34.45,20.84,1.01,2.0,True,Nepal,Australia ,0.0,2.0,0.0,1.0,0.0,3.0
Eqxnb3BG,2021-06-11,14:30,0:10,0:4,0:6,58.67,22.33,1.01,2.0,True,Cambodia,Iran ,0.0,4.0,0.0,6.0,0.0,10.0
Sp9Gj0ng,2021-06-11,14:00,3:0,1:0,2:0,1.05,12.23,27.18,0.0,True,Philippines,Guam ,1.0,0.0,2.0,0.0,3.0,0.0
G6ToxGkj,2021-06-11,07:00,1:8,0:5,1:3,8.11,4.99,1.34,2.0,True,Myanmar,Kyrgyzstan ,0.0,5.0,1.0,3.0,1.0,8.0
KvI4BS3N,2021-06-09,11:00,0:5,0:3,0:2,36.8,24.6,1.01,2.0,True,Sri Lanka,South Korea,0.0,3.0,0.0,2.0,0.0,5.0
tlJ0C8lH,2021-06-09,06:00,3:2,0:0,3:2,5.34,3.85,1.6,0.0,True,Turkmenistan,Lebanon,0.0,0.0,3.0,2.0,3.0,2.0
Moav12EA,2021-06-09,01:30,1:1,0:0,1:1,1.2,6.56,14.59,1.0,True,Chile,Bolivia ,0.0,0.0,1.0,1.0,1.0,1.0
tpcBD6Y1,2021-06-09,01:05,4:0,1:0,3:0,1.23,6.69,9.28,0.0,True,Canada,Suriname ,1.0,0.0,3.0,0.0,4.0,0.0
WEwT0Tld,2021-06-09,01:05,3:0,1:0,2:0,1.23,6.19,10.63,0.0,True,El Salvador,Antigua and Barbuda ,1.0,0.0,2.0,0.0,3.0,0.0
llmUPzOO,2021-06-09,01:05,3:0,1:0,2:0,1.13,8.25,17.23,0.0,True,Panama,Dominican Republic ,1.0,0.0,2.0,0.0,3.0,0.0
AclQQG8I,2021-06-09,01:00,1:1,0:0,1:1,1.77,3.74,4.25,1.0,True,Barbados,Dominica ,0.0,0.0,1.0,1.0,1.0,1.0
SOaz2ra4,2021-06-09,00:30,0:2,0:1,0:1,6.49,3.67,1.59,2.0,True,Paraguay,Brazil ,0.0,1.0,0.0,1.0,0.0,2.0
h4roQqI7,2021-06-09,00:00,0:0,0:0,0:0,1.91,3.6,3.72,1.0,True,Curacao,Guatemala ,0.0,0.0,0.0,0.0,0.0,0.0
Wd6R34Ui,2021-06-09,23:00,2:2,0:2,2:0,2.87,2.97,2.67,1.0,True,Colombia,Argentina ,0.0,2.0,2.0,0.0,2.0,2.0
hOvP19Zk,2021-06-09,23:00,1:2,0:0,1:2,3.29,3.62,2.02,2.0,True,Grenada,Montserrat ,0.0,0.0,1.0,2.0,1.0,2.0
lY0W2Oqb,2021-06-09,22:30,0:0,0:0,0:0,4.64,3.36,1.84,1.0,True,Venezuela,Uruguay ,0.0,0.0,0.0,0.0,0.0,0.0
zk3r0MTG,2021-06-09,21:00,1:2,0:0,1:2,1.37,4.82,8.22,2.0,True,Ecuador,Peru ,0.0,0.0,1.0,2.0,1.0,2.0
l8BBxE7U,2021-06-09,21:00,1:0,0:0,1:0,1.5,3.97,6.47,0.0,True,Haiti,Nicaragua ,0.0,0.0,1.0,0.0,1.0,0.0
bck9oipo,2021-06-09,21:00,2:0,1:0,1:0,1.75,3.43,4.65,0.0,True,Trinidad & Tobago,Saint Kitts and Nevis ,1.0,0.0,1.0,0.0,2.0,0.0
dl3sjXyU,2021-06-09,20:00,0:2,0:2,0:0,2.09,3.83,3.0,2.0,True,Guyana,Puerto Rico ,0.0,2.0,0.0,0.0,0.0,2.0
EDqsRP21,2021-06-09,20:00,0:1,0:0,0:1,6.11,4.7,1.44,2.0,True,Saint Vincent and the Grenadines,Cuba ,0.0,0.0,0.0,1.0,0.0,1.0
j3Iz5BO0,2021-06-08,18:00,5:0,3:0,2:0,1.06,11.28,25.93,0.0,True,Uzbekistan,Singapore ,3.0,0.0,2.0,0.0,5.0,0.0
IZ1TmbWB,2021-06-08,17:00,2:0,0:0,2:0,1.1,9.35,21.91,0.0,True,China,Philippines ,0.0,0.0,2.0,0.0,2.0,0.0
EJAaURiC,2021-06-08,17:00,0:1,0:1,0:0,6.99,3.79,1.51,2.0,True,Oman,Qatar ,0.0,1.0,0.0,0.0,0.0,1.0
t2MuFkm1,2021-06-08,16:45,3:1,2:0,1:1,1.38,4.75,7.24,0.0,True,United Arab Emirates,Thailand ,2.0,0.0,1.0,1.0,3.0,1.0
EFKmDTHD,2021-06-08,16:45,4:0,0:0,4:0,1.39,4.55,7.55,0.0,True,Vietnam,Indonesia ,0.0,0.0,4.0,0.0,4.0,0.0
86yjcNQM,2021-06-08,16:30,3:0,0:0,3:0,1.49,3.88,7.2,0.0,True,Iran,Bahrain ,0.0,0.0,3.0,0.0,3.0,0.0
0S6zf6Xd,2021-06-08,16:00,0:3,0:1,0:2,24.5,11.2,1.07,2.0,True,Nepal,Jordan,0.0,1.0,0.0,2.0,0.0,3.0
KtufdstT,2021-06-07,14:30,4:1,,,1.01,22.1,44.1,0.0,False,Iraq,Cambodia ,,,,,,
zTBeV7x6,2021-06-07,14:00,0:2,0:0,0:2,6.25,3.25,1.66,2.0,True,Bangladesh,India ,0.0,0.0,0.0,2.0,0.0,2.0
dQ0XnIoI,2021-06-07,14:00,0:3,,,42.5,22.5,1.01,2.0,False,Guam,Syria ,,,,,,
8EVWaJsc,2021-06-07,10:30,4:1,2:1,2:0,1.02,19.63,30.55,0.0,True,Japan,Tajikistan ,2.0,1.0,2.0,0.0,4.0,1.0
n5Uzawc3,2021-06-07,07:00,0:1,0:1,0:0,1.04,14.07,29.89,2.0,True,Kyrgyzstan,Mongolia ,0.0,1.0,0.0,0.0,0.0,1.0
SYbLRdgC,2021-06-06,00:00,0:13,,,38.67,19.5,1.01,2.0,False,Anguilla,Panama ,,,,,,
pI32FS3k,2021-06-06,00:00,0:7,0:3,0:4,40.5,16.5,1.01,2.0,True,Aruba,Canada ,0.0,3.0,0.0,4.0,0.0,7.0
b1uL2kKq,2021-06-06,23:00,0:7,0:2,0:5,38.17,20.5,1.01,2.0,True,United States Virgin Islands,El Salvador ,0.0,2.0,0.0,5.0,0.0,7.0
URWpiDMN,2021-06-06,21:00,0:0,0:0,0:0,25.4,14.2,1.02,1.0,True,Bahamas,Trinidad & Tobago ,0.0,0.0,0.0,0.0,0.0,0.0
rB83vzwI,2021-06-06,19:00,0:10,0:5,0:5,39.25,17.25,1.01,2.0,True,Turks and Caicos Islands,Haiti ,0.0,5.0,0.0,5.0,0.0,10.0
nR3jQLf9,2021-06-06,18:00,3:0,3:0,0:0,1.05,12.38,32.43,0.0,True,Saudi Arabia,Yemen ,3.0,0.0,0.0,0.0,3.0,0.0
nkQiEUJ4,2021-06-05,11:00,5:0,2:0,3:0,1.05,11.76,32.76,0.0,True,South Korea,Turkmenistan,2.0,0.0,3.0,0.0,5.0,0.0
jN8z66Rp,2021-06-05,06:00,3:2,3:1,0:1,1.02,18.73,44.5,0.0,True,Lebanon,Sri Lanka,3.0,1.0,0.0,1.0,3.0,2.0
4K9auGNB,2021-06-05,01:00,3:0,1:0,2:0,1.1,8.74,20.82,0.0,True,Nicaragua,Belize ,1.0,0.0,2.0,0.0,3.0,0.0
4ASDpsUT,2021-06-05,00:30,2:0,0:0,2:0,1.31,5.31,9.74,0.0,True,Brazil,Ecuador ,0.0,0.0,2.0,0.0,2.0,0.0
EVfHSxv6,2021-06-05,23:00,1:1,0:1,1:0,1.41,4.39,7.61,1.0,True,Dominican Republic,Barbados ,0.0,1.0,1.0,0.0,1.0,1.0
6mtZSoYl,2021-06-05,22:00,10:0,5:0,5:0,1.03,15.64,33.67,0.0,True,Guatemala,Saint Vincent and the Grenadines ,5.0,0.0,5.0,0.0,10.0,0.0
A9bLkK1a,2021-06-05,16:00,0:4,0:3,0:1,19.85,8.95,1.11,2.0,True,Maldives,Syria ,0.0,3.0,0.0,1.0,0.0,4.0
Mow9oNEN,2021-06-04,02:00,0:3,0:1,0:2,3.81,3.16,2.11,2.0,True,Peru,Colombia ,0.0,1.0,0.0,2.0,0.0,3.0
h67N4pFo,2021-06-04,00:00,1:1,1:1,0:0,1.52,4.1,6.61,1.0,True,Argentina,Chile ,1.0,1.0,0.0,0.0,1.0,1.0
rev5n3aH,2021-06-04,22:00,0:0,0:0,0:0,1.63,3.61,6.09,1.0,True,Uruguay,Paraguay ,0.0,0.0,0.0,0.0,0.0,0.0
v3Jut1xo,2021-06-04,20:00,3:1,1:1,2:0,1.85,3.48,4.37,0.0,True,Bolivia,Venezuela ,1.0,1.0,2.0,0.0,3.0,1.0
WCrDx52M,2021-06-04,19:00,3:0,2:0,1:0,1.49,4.02,6.89,0.0,True,Australia,Kuwait ,2.0,0.0,1.0,0.0,3.0,0.0
QH2fPuAF,2021-06-04,18:00,4:0,3:0,1:0,1.7,3.59,4.95,0.0,True,Palestine,Singapore ,3.0,0.0,1.0,0.0,4.0,0.0
pvJrY9hm,2021-06-04,17:00,0:1,0:1,0:0,27.01,11.82,1.06,2.0,True,India,Qatar ,0.0,1.0,0.0,0.0,0.0,1.0
8fZhOgQE,2021-06-04,16:45,2:2,1:1,1:1,1.22,6.42,11.03,1.0,True,Thailand,Indonesia ,1.0,1.0,1.0,1.0,2.0,2.0
tls70jY7,2021-06-04,16:45,4:0,1:0,3:0,1.26,5.78,10.07,0.0,True,United Arab Emirates,Malaysia ,1.0,0.0,3.0,0.0,4.0,0.0
IHrw0Pt4,2021-06-04,16:30,8:0,2:0,6:0,1.02,15.41,34.67,0.0,True,Bahrain,Cambodia ,2.0,0.0,6.0,0.0,8.0,0.0
llwIyPHS,2021-06-04,16:00,2:0,1:0,1:0,2.27,3.07,3.32,0.0,True,Nepal,Chinese Taipei,1.0,0.0,1.0,0.0,2.0,0.0
vRqZ05Rc,2021-06-03,14:30,3:1,1:0,2:1,1.02,21.44,28.75,0.0,True,Iran,Hong Kong ,1.0,0.0,2.0,1.0,3.0,1.0
ng0uZkws,2021-06-03,14:00,1:1,0:0,1:1,8.08,3.83,1.46,1.0,True,Bangladesh,Afghanistan ,0.0,0.0,1.0,1.0,1.0,1.0
OOjUTRIr,2021-06-03,21:30,5:0,1:0,4:0,1.03,14.68,33.29,0.0,True,Cuba,British Virgin Islands ,1.0,0.0,4.0,0.0,5.0,0.0
vHbl8BdM,2021-06-03,21:00,4:0,1:0,3:0,1.03,15.49,31.5,0.0,True,Montserrat,United States Virgin Islands ,1.0,0.0,3.0,0.0,4.0,0.0
l0cPlvH5,2021-05-30,11:30,0:7,,,32.75,26.94,1.01,2.0,False,Guam,China ,,,,,,
WWSF2ivb,2021-04-01,18:45,1:4,0:1,1:3,18.84,6.14,1.2,2.0,True,Andorra,Hungary ,0.0,1.0,1.0,3.0,1.0,4.0
